,Hotel,Total Rooms,Date,Rooms Solds,Rooms Revenue,CompSet Total Rooms,CompSet Rooms Sold,CompSet Rooms Revenue
3723,Imaginary Hotel 4,490,2023-05-29,440,11377,1130,582,164667
3724,Imaginary Hotel 4,490,2023-05-28,171,24725,1130,1026,46209
3725,Imaginary Hotel 4,490,2023-05-27,441,52495,1130,1036,54278
3726,Imaginary Hotel 4,490,2023-05-26,251,13592,1130,536,208137
3727,Imaginary Hotel 4,490,2023-05-25,464,38112,1130,979,132202
3728,Imaginary Hotel 4,490,2023-05-24,84,59001,1130,489,173798
3729,Imaginary Hotel 4,490,2023-05-23,158,50729,1130,530,118990
3730,Imaginary Hotel 4,490,2023-05-22,290,45297,1130,354,247128
3731,Imaginary Hotel 4,490,2023-05-21,90,55412,1130,190,161277
3732,Imaginary Hotel 4,490,2023-05-20,144,68262,1130,996,28972
3733,Imaginary Hotel 4,490,2023-05-19,207,96518,1130,868,31163
3734,Imaginary Hotel 4,490,2023-05-18,302,95491,1130,472,63613
3735,Imaginary Hotel 4,490,2023-05-17,477,85940,1130,485,219886
3736,Imaginary Hotel 4,490,2023-05-16,183,78533,1130,535,43901
3737,Imaginary Hotel 4,490,2023-05-15,403,87236,1130,746,138344
3738,Imaginary Hotel 4,490,2023-05-14,174,73711,1130,1124,30489
3739,Imaginary Hotel 4,490,2023-05-13,140,9207,1130,133,61352
3740,Imaginary Hotel 4,490,2023-05-12,139,67979,1130,1056,89204
3741,Imaginary Hotel 4,490,2023-05-11,23,39656,1130,157,33724
3742,Imaginary Hotel 4,490,2023-05-10,187,88140,1130,348,218045
3743,Imaginary Hotel 4,490,2023-05-09,106,22281,1130,709,7942
3744,Imaginary Hotel 4,490,2023-05-08,166,87736,1130,689,101056
3745,Imaginary Hotel 4,490,2023-05-07,279,84398,1130,764,152127
3746,Imaginary Hotel 4,490,2023-05-06,249,57147,1130,1001,17680
3747,Imaginary Hotel 4,490,2023-05-05,342,13224,1130,410,165888
3748,Imaginary Hotel 4,490,2023-05-04,306,78186,1130,725,34812
3749,Imaginary Hotel 4,490,2023-05-03,87,28534,1130,812,141526
3750,Imaginary Hotel 4,490,2023-05-02,23,6444,1130,432,86245
3751,Imaginary Hotel 4,490,2023-05-01,238,51610,1130,1071,89229
3752,Imaginary Hotel 4,490,2023-04-30,251,41237,1130,594,236132
3753,Imaginary Hotel 4,490,2023-04-29,403,14962,1130,695,111450
3754,Imaginary Hotel 4,490,2023-04-28,73,77561,1130,468,142475
3755,Imaginary Hotel 4,490,2023-04-27,327,58600,1130,156,57614
3756,Imaginary Hotel 4,490,2023-04-26,414,99807,1130,804,197647
3757,Imaginary Hotel 4,490,2023-04-25,464,27773,1130,917,17283
3758,Imaginary Hotel 4,490,2023-04-24,166,81107,1130,493,136151
3759,Imaginary Hotel 4,490,2023-04-23,398,55871,1130,142,100419
3760,Imaginary Hotel 4,490,2023-04-22,4,50022,1130,716,222061
3761,Imaginary Hotel 4,490,2023-04-21,332,40750,1130,478,15016
3762,Imaginary Hotel 4,490,2023-04-20,26,97477,1130,1056,96525
3763,Imaginary Hotel 4,490,2023-04-19,182,44455,1130,314,240744
3764,Imaginary Hotel 4,490,2023-04-18,49,98569,1130,963,82702
3765,Imaginary Hotel 4,490,2023-04-17,5,56648,1130,1079,22139
3766,Imaginary Hotel 4,490,2023-04-16,35,51632,1130,1004,38130
3767,Imaginary Hotel 4,490,2023-04-15,172,63407,1130,943,165768
3768,Imaginary Hotel 4,490,2023-04-14,262,94462,1130,647,209759
3769,Imaginary Hotel 4,490,2023-04-13,444,20864,1130,445,82562
3770,Imaginary Hotel 4,490,2023-04-12,401,55401,1130,591,15526
3771,Imaginary Hotel 4,490,2023-04-11,192,39804,1130,92,192663
3772,Imaginary Hotel 4,490,2023-04-10,209,26581,1130,872,125897
3773,Imaginary Hotel 4,490,2023-04-09,0,9034,1130,396,196720
3774,Imaginary Hotel 4,490,2023-04-08,211,59489,1130,695,162104
3775,Imaginary Hotel 4,490,2023-04-07,370,92276,1130,1040,31338
3776,Imaginary Hotel 4,490,2023-04-06,237,68676,1130,446,13663
3777,Imaginary Hotel 4,490,2023-04-05,252,68405,1130,861,133081
3778,Imaginary Hotel 4,490,2023-04-04,187,32970,1130,302,86881
3779,Imaginary Hotel 4,490,2023-04-03,220,17297,1130,327,189336
3780,Imaginary Hotel 4,490,2023-04-02,22,39600,1130,718,110885
3781,Imaginary Hotel 4,490,2023-04-01,482,42623,1130,129,224567
3782,Imaginary Hotel 4,490,2023-03-31,312,16683,1130,45,167630
3783,Imaginary Hotel 4,490,2023-03-30,263,75109,1130,369,232125
3784,Imaginary Hotel 4,490,2023-03-29,238,32124,1130,264,193944
3785,Imaginary Hotel 4,490,2023-03-28,339,11359,1130,284,110091
3786,Imaginary Hotel 4,490,2023-03-27,78,82464,1130,311,25634
3787,Imaginary Hotel 4,490,2023-03-26,253,82347,1130,279,123217
3788,Imaginary Hotel 4,490,2023-03-25,188,74175,1130,1017,76839
3789,Imaginary Hotel 4,490,2023-03-24,262,9951,1130,573,167882
3790,Imaginary Hotel 4,490,2023-03-23,264,36192,1130,976,240340
3791,Imaginary Hotel 4,490,2023-03-22,419,91969,1130,514,53756
3792,Imaginary Hotel 4,490,2023-03-21,468,89602,1130,514,185748
3793,Imaginary Hotel 4,490,2023-03-20,76,27796,1130,654,11530
3794,Imaginary Hotel 4,490,2023-03-19,64,34083,1130,247,196506
3795,Imaginary Hotel 4,490,2023-03-18,228,63328,1130,402,218927
3796,Imaginary Hotel 4,490,2023-03-17,454,32872,1130,369,107900
3797,Imaginary Hotel 4,490,2023-03-16,415,45307,1130,540,5024
3798,Imaginary Hotel 4,490,2023-03-15,140,21451,1130,30,68747
3799,Imaginary Hotel 4,490,2023-03-14,69,6092,1130,545,219023
3800,Imaginary Hotel 4,490,2023-03-13,484,61091,1130,200,71299
3801,Imaginary Hotel 4,490,2023-03-12,469,22738,1130,956,36252
3802,Imaginary Hotel 4,490,2023-03-11,423,52391,1130,189,148499
3803,Imaginary Hotel 4,490,2023-03-10,489,87332,1130,1108,224232
3804,Imaginary Hotel 4,490,2023-03-09,371,79141,1130,1040,42122
3805,Imaginary Hotel 4,490,2023-03-08,43,8797,1130,535,37778
3806,Imaginary Hotel 4,490,2023-03-07,329,87014,1130,914,140949
3807,Imaginary Hotel 4,490,2023-03-06,133,34393,1130,1074,159823
3808,Imaginary Hotel 4,490,2023-03-05,144,78550,1130,1062,188690
3809,Imaginary Hotel 4,490,2023-03-04,348,27369,1130,960,224216
3810,Imaginary Hotel 4,490,2023-03-03,344,82238,1130,1074,203405
3811,Imaginary Hotel 4,490,2023-03-02,273,93633,1130,927,92434
3812,Imaginary Hotel 4,490,2023-03-01,389,5871,1130,332,95797
3813,Imaginary Hotel 4,490,2023-02-28,358,13113,1130,263,169222
3814,Imaginary Hotel 4,490,2023-02-27,201,17521,1130,889,218866
3815,Imaginary Hotel 4,490,2023-02-26,358,48107,1130,572,134391
3816,Imaginary Hotel 4,490,2023-02-25,180,21523,1130,916,228587
3817,Imaginary Hotel 4,490,2023-02-24,297,12291,1130,1111,9978
3818,Imaginary Hotel 4,490,2023-02-23,408,96845,1130,388,52939
3819,Imaginary Hotel 4,490,2023-02-22,111,37420,1130,759,178043
3820,Imaginary Hotel 4,490,2023-02-21,5,43991,1130,929,30374
3821,Imaginary Hotel 4,490,2023-02-20,457,81539,1130,181,107846
3822,Imaginary Hotel 4,490,2023-02-19,203,45088,1130,68,227390
3823,Imaginary Hotel 4,490,2023-02-18,365,30704,1130,818,189873
3824,Imaginary Hotel 4,490,2023-02-17,450,57935,1130,554,16537
3825,Imaginary Hotel 4,490,2023-02-16,49,89291,1130,31,52422
3826,Imaginary Hotel 4,490,2023-02-15,427,84347,1130,844,221871
3827,Imaginary Hotel 4,490,2023-02-14,7,11599,1130,693,206287
3828,Imaginary Hotel 4,490,2023-02-13,163,72495,1130,241,39842
3829,Imaginary Hotel 4,490,2023-02-12,454,18887,1130,801,33451
3830,Imaginary Hotel 4,490,2023-02-11,21,92976,1130,467,109257
3831,Imaginary Hotel 4,490,2023-02-10,17,62777,1130,708,50271
3832,Imaginary Hotel 4,490,2023-02-09,105,60652,1130,1087,185209
3833,Imaginary Hotel 4,490,2023-02-08,175,28006,1130,12,244700
3834,Imaginary Hotel 4,490,2023-02-07,36,16210,1130,538,245116
3835,Imaginary Hotel 4,490,2023-02-06,111,6225,1130,651,179654
3836,Imaginary Hotel 4,490,2023-02-05,419,25993,1130,991,202959
3837,Imaginary Hotel 4,490,2023-02-04,100,44531,1130,1039,235246
3838,Imaginary Hotel 4,490,2023-02-03,167,57482,1130,908,129636
3839,Imaginary Hotel 4,490,2023-02-02,204,61241,1130,16,111997
3840,Imaginary Hotel 4,490,2023-02-01,313,13986,1130,985,184136
3841,Imaginary Hotel 4,490,2023-01-31,42,76767,1130,744,6809
3842,Imaginary Hotel 4,490,2023-01-30,304,48537,1130,22,238656
3843,Imaginary Hotel 4,490,2023-01-29,178,44858,1130,85,117232
3844,Imaginary Hotel 4,490,2023-01-28,237,57863,1130,552,123148
3845,Imaginary Hotel 4,490,2023-01-27,262,69627,1130,859,120292
3846,Imaginary Hotel 4,490,2023-01-26,339,52210,1130,877,138660
3847,Imaginary Hotel 4,490,2023-01-25,90,71008,1130,6,141913
3848,Imaginary Hotel 4,490,2023-01-24,129,34933,1130,1059,77365
3849,Imaginary Hotel 4,490,2023-01-23,225,37661,1130,957,150220
3850,Imaginary Hotel 4,490,2023-01-22,111,61947,1130,235,36501
3851,Imaginary Hotel 4,490,2023-01-21,30,88009,1130,977,233317
3852,Imaginary Hotel 4,490,2023-01-20,443,27415,1130,582,48294
3853,Imaginary Hotel 4,490,2023-01-19,419,85994,1130,638,72413
3854,Imaginary Hotel 4,490,2023-01-18,305,26424,1130,638,7930
3855,Imaginary Hotel 4,490,2023-01-17,287,14562,1130,665,123387
3856,Imaginary Hotel 4,490,2023-01-16,470,64200,1130,582,73518
3857,Imaginary Hotel 4,490,2023-01-15,353,67309,1130,924,39233
3858,Imaginary Hotel 4,490,2023-01-14,43,7543,1130,596,156254
3859,Imaginary Hotel 4,490,2023-01-13,15,12029,1130,558,30615
3860,Imaginary Hotel 4,490,2023-01-12,341,72035,1130,231,86562
3861,Imaginary Hotel 4,490,2023-01-11,330,44653,1130,1057,66546
3862,Imaginary Hotel 4,490,2023-01-10,150,77572,1130,626,204964
3863,Imaginary Hotel 4,490,2023-01-09,4,33285,1130,942,181636
3864,Imaginary Hotel 4,490,2023-01-08,370,42891,1130,276,8453
3865,Imaginary Hotel 4,490,2023-01-07,298,98077,1130,930,227866
3866,Imaginary Hotel 4,490,2023-01-06,73,38333,1130,792,26563
3867,Imaginary Hotel 4,490,2023-01-05,367,43455,1130,28,25810
3868,Imaginary Hotel 4,490,2023-01-04,372,39738,1130,846,74760
3869,Imaginary Hotel 4,490,2023-01-03,198,46471,1130,407,91285
3870,Imaginary Hotel 4,490,2023-01-02,381,95971,1130,65,80044
3871,Imaginary Hotel 4,490,2023-01-01,417,33295,1130,427,34194
3872,Imaginary Hotel 4,490,2022-12-31,483,95542,1130,1,172273
3873,Imaginary Hotel 4,490,2022-12-30,220,76227,1130,191,224143
3874,Imaginary Hotel 4,490,2022-12-29,437,31948,1130,88,99038
3875,Imaginary Hotel 4,490,2022-12-28,257,71795,1130,965,181729
3876,Imaginary Hotel 4,490,2022-12-27,406,96430,1130,1014,16112
3877,Imaginary Hotel 4,490,2022-12-26,169,12191,1130,174,201099
3878,Imaginary Hotel 4,490,2022-12-25,446,86327,1130,433,155880
3879,Imaginary Hotel 4,490,2022-12-24,207,83823,1130,430,175120
3880,Imaginary Hotel 4,490,2022-12-23,51,63803,1130,42,181559
3881,Imaginary Hotel 4,490,2022-12-22,163,69091,1130,511,78815
3882,Imaginary Hotel 4,490,2022-12-21,72,49698,1130,971,88879
3883,Imaginary Hotel 4,490,2022-12-20,96,84062,1130,119,206239
3884,Imaginary Hotel 4,490,2022-12-19,291,44823,1130,683,194584
3885,Imaginary Hotel 4,490,2022-12-18,22,24002,1130,41,143477
3886,Imaginary Hotel 4,490,2022-12-17,139,77185,1130,317,101482
3887,Imaginary Hotel 4,490,2022-12-16,231,23203,1130,898,124756
3888,Imaginary Hotel 4,490,2022-12-15,440,21297,1130,399,77936
3889,Imaginary Hotel 4,490,2022-12-14,186,94688,1130,403,175103
3890,Imaginary Hotel 4,490,2022-12-13,387,37054,1130,537,174331
3891,Imaginary Hotel 4,490,2022-12-12,425,22932,1130,504,84191
3892,Imaginary Hotel 4,490,2022-12-11,160,17924,1130,578,13234
3893,Imaginary Hotel 4,490,2022-12-10,89,11699,1130,432,37117
3894,Imaginary Hotel 4,490,2022-12-09,332,91297,1130,712,212840
3895,Imaginary Hotel 4,490,2022-12-08,471,19634,1130,479,143172
3896,Imaginary Hotel 4,490,2022-12-07,123,66420,1130,55,215128
3897,Imaginary Hotel 4,490,2022-12-06,203,88550,1130,1020,30011
3898,Imaginary Hotel 4,490,2022-12-05,20,71881,1130,219,239681
3899,Imaginary Hotel 4,490,2022-12-04,250,73895,1130,1013,137824
3900,Imaginary Hotel 4,490,2022-12-03,267,45231,1130,194,237506
3901,Imaginary Hotel 4,490,2022-12-02,43,81042,1130,893,8131
3902,Imaginary Hotel 4,490,2022-12-01,489,11573,1130,138,95629
3903,Imaginary Hotel 4,490,2022-11-30,38,10444,1130,845,69538
3904,Imaginary Hotel 4,490,2022-11-29,279,76368,1130,126,181759
3905,Imaginary Hotel 4,490,2022-11-28,230,76376,1130,879,9024
3906,Imaginary Hotel 4,490,2022-11-27,259,29980,1130,171,9199
3907,Imaginary Hotel 4,490,2022-11-26,85,30878,1130,258,218744
3908,Imaginary Hotel 4,490,2022-11-25,190,77990,1130,213,71705
3909,Imaginary Hotel 4,490,2022-11-24,146,6176,1130,163,79578
3910,Imaginary Hotel 4,490,2022-11-23,197,20503,1130,1083,15737
3911,Imaginary Hotel 4,490,2022-11-22,147,34508,1130,1099,128644
3912,Imaginary Hotel 4,490,2022-11-21,124,22878,1130,575,8347
3913,Imaginary Hotel 4,490,2022-11-20,39,22605,1130,690,66156
3914,Imaginary Hotel 4,490,2022-11-19,268,52339,1130,261,56658
3915,Imaginary Hotel 4,490,2022-11-18,413,47449,1130,72,241044
3916,Imaginary Hotel 4,490,2022-11-17,311,18760,1130,646,166915
3917,Imaginary Hotel 4,490,2022-11-16,125,91626,1130,445,152187
3918,Imaginary Hotel 4,490,2022-11-15,451,73727,1130,469,29805
3919,Imaginary Hotel 4,490,2022-11-14,354,97314,1130,612,193584
3920,Imaginary Hotel 4,490,2022-11-13,257,57895,1130,506,164708
3921,Imaginary Hotel 4,490,2022-11-12,288,88947,1130,875,102105
3922,Imaginary Hotel 4,490,2022-11-11,9,83221,1130,199,195754
3923,Imaginary Hotel 4,490,2022-11-10,291,91098,1130,1020,58480
3924,Imaginary Hotel 4,490,2022-11-09,53,52194,1130,1010,242208
3925,Imaginary Hotel 4,490,2022-11-08,161,45083,1130,655,15024
3926,Imaginary Hotel 4,490,2022-11-07,301,92876,1130,949,73285
3927,Imaginary Hotel 4,490,2022-11-06,186,93470,1130,303,93452
3928,Imaginary Hotel 4,490,2022-11-05,443,99040,1130,865,157627
3929,Imaginary Hotel 4,490,2022-11-04,320,23188,1130,441,33505
3930,Imaginary Hotel 4,490,2022-11-03,372,7960,1130,537,157026
3931,Imaginary Hotel 4,490,2022-11-02,442,21731,1130,947,45843
3932,Imaginary Hotel 4,490,2022-11-01,97,79226,1130,20,64807
3933,Imaginary Hotel 4,490,2022-10-31,255,18351,1130,245,142527
3934,Imaginary Hotel 4,490,2022-10-30,46,86550,1130,543,231891
3935,Imaginary Hotel 4,490,2022-10-29,54,35849,1130,126,215635
3936,Imaginary Hotel 4,490,2022-10-28,371,51198,1130,1095,235905
3937,Imaginary Hotel 4,490,2022-10-27,76,39960,1130,837,137451
3938,Imaginary Hotel 4,490,2022-10-26,426,37143,1130,906,23613
3939,Imaginary Hotel 4,490,2022-10-25,123,20775,1130,374,223148
3940,Imaginary Hotel 4,490,2022-10-24,448,70838,1130,834,151910
3941,Imaginary Hotel 4,490,2022-10-23,447,76835,1130,951,47666
3942,Imaginary Hotel 4,490,2022-10-22,172,31264,1130,753,207616
3943,Imaginary Hotel 4,490,2022-10-21,291,57088,1130,1002,17391
3944,Imaginary Hotel 4,490,2022-10-20,291,59919,1130,263,111311
3945,Imaginary Hotel 4,490,2022-10-19,288,84091,1130,301,154501
3946,Imaginary Hotel 4,490,2022-10-18,74,80418,1130,355,133314
3947,Imaginary Hotel 4,490,2022-10-17,395,48162,1130,285,249303
3948,Imaginary Hotel 4,490,2022-10-16,438,88195,1130,16,144780
3949,Imaginary Hotel 4,490,2022-10-15,145,60307,1130,543,192979
3950,Imaginary Hotel 4,490,2022-10-14,222,15797,1130,858,216225
3951,Imaginary Hotel 4,490,2022-10-13,22,98018,1130,1106,162611
3952,Imaginary Hotel 4,490,2022-10-12,358,98082,1130,300,174697
3953,Imaginary Hotel 4,490,2022-10-11,108,53125,1130,801,34656
3954,Imaginary Hotel 4,490,2022-10-10,465,57486,1130,780,147434
3955,Imaginary Hotel 4,490,2022-10-09,316,67342,1130,383,16332
3956,Imaginary Hotel 4,490,2022-10-08,409,27576,1130,401,226936
3957,Imaginary Hotel 4,490,2022-10-07,485,29039,1130,936,72327
3958,Imaginary Hotel 4,490,2022-10-06,281,49038,1130,674,242176
3959,Imaginary Hotel 4,490,2022-10-05,333,8483,1130,1048,165953
3960,Imaginary Hotel 4,490,2022-10-04,59,96134,1130,1095,37060
3961,Imaginary Hotel 4,490,2022-10-03,90,89434,1130,960,107084
3962,Imaginary Hotel 4,490,2022-10-02,310,29725,1130,1046,106907
3963,Imaginary Hotel 4,490,2022-10-01,265,17233,1130,1059,73911
3964,Imaginary Hotel 4,490,2022-09-30,91,35523,1130,865,199628
3965,Imaginary Hotel 4,490,2022-09-29,298,63389,1130,62,200331
3966,Imaginary Hotel 4,490,2022-09-28,12,11992,1130,525,249039
3967,Imaginary Hotel 4,490,2022-09-27,0,75331,1130,686,208778
3968,Imaginary Hotel 4,490,2022-09-26,269,33414,1130,1006,193368
3969,Imaginary Hotel 4,490,2022-09-25,448,27952,1130,441,213513
3970,Imaginary Hotel 4,490,2022-09-24,252,16143,1130,848,122726
3971,Imaginary Hotel 4,490,2022-09-23,100,86883,1130,971,142883
3972,Imaginary Hotel 4,490,2022-09-22,169,14766,1130,707,97535
3973,Imaginary Hotel 4,490,2022-09-21,71,28742,1130,563,128597
3974,Imaginary Hotel 4,490,2022-09-20,19,59540,1130,874,145605
3975,Imaginary Hotel 4,490,2022-09-19,76,95199,1130,251,32349
3976,Imaginary Hotel 4,490,2022-09-18,390,84303,1130,959,187329
3977,Imaginary Hotel 4,490,2022-09-17,176,19605,1130,52,103094
3978,Imaginary Hotel 4,490,2022-09-16,459,69590,1130,795,222869
3979,Imaginary Hotel 4,490,2022-09-15,124,49249,1130,107,102673
3980,Imaginary Hotel 4,490,2022-09-14,79,76821,1130,56,191306
3981,Imaginary Hotel 4,490,2022-09-13,184,51541,1130,516,243270
3982,Imaginary Hotel 4,490,2022-09-12,162,32845,1130,901,12724
3983,Imaginary Hotel 4,490,2022-09-11,402,67485,1130,579,82908
3984,Imaginary Hotel 4,490,2022-09-10,97,89860,1130,549,150983
3985,Imaginary Hotel 4,490,2022-09-09,207,38427,1130,432,109676
3986,Imaginary Hotel 4,490,2022-09-08,281,97636,1130,1011,134434
3987,Imaginary Hotel 4,490,2022-09-07,389,18363,1130,761,165839
3988,Imaginary Hotel 4,490,2022-09-06,265,21115,1130,798,216325
3989,Imaginary Hotel 4,490,2022-09-05,33,74506,1130,607,240654
3990,Imaginary Hotel 4,490,2022-09-04,66,76437,1130,126,96373
3991,Imaginary Hotel 4,490,2022-09-03,118,94655,1130,1056,155310
3992,Imaginary Hotel 4,490,2022-09-02,265,86188,1130,524,89554
3993,Imaginary Hotel 4,490,2022-09-01,235,96221,1130,566,223571
3994,Imaginary Hotel 4,490,2022-08-31,114,13487,1130,187,65111
3995,Imaginary Hotel 4,490,2022-08-30,204,40919,1130,1055,65156
3996,Imaginary Hotel 4,490,2022-08-29,223,88119,1130,809,116436
3997,Imaginary Hotel 4,490,2022-08-28,43,81002,1130,36,83117
3998,Imaginary Hotel 4,490,2022-08-27,285,71081,1130,26,53027
3999,Imaginary Hotel 4,490,2022-08-26,209,61329,1130,22,238580
4000,Imaginary Hotel 5,311,2025-05-21,279,12005,318,248,245135
4001,Imaginary Hotel 5,311,2025-05-20,127,71234,318,2,74224
4002,Imaginary Hotel 5,311,2025-05-19,92,66876,318,18,52352
4003,Imaginary Hotel 5,311,2025-05-18,235,70935,318,54,209355
4004,Imaginary Hotel 5,311,2025-05-17,175,18653,318,77,28699
4005,Imaginary Hotel 5,311,2025-05-16,43,81609,318,269,198571
4006,Imaginary Hotel 5,311,2025-05-15,14,68812,318,278,130158
4007,Imaginary Hotel 5,311,2025-05-14,72,35522,318,179,195667
4008,Imaginary Hotel 5,311,2025-05-13,235,10593,318,306,111734
4009,Imaginary Hotel 5,311,2025-05-12,187,11367,318,191,167715
4010,Imaginary Hotel 5,311,2025-05-11,85,42800,318,133,81773
4011,Imaginary Hotel 5,311,2025-05-10,222,59197,318,12,242202
4012,Imaginary Hotel 5,311,2025-05-09,252,71937,318,5,40466
4013,Imaginary Hotel 5,311,2025-05-08,122,67923,318,59,235454
4014,Imaginary Hotel 5,311,2025-05-07,130,24060,318,212,16404
4015,Imaginary Hotel 5,311,2025-05-06,287,66571,318,277,121962
4016,Imaginary Hotel 5,311,2025-05-05,112,83811,318,10,77981
4017,Imaginary Hotel 5,311,2025-05-04,105,60746,318,118,152702
4018,Imaginary Hotel 5,311,2025-05-03,76,90180,318,174,175018
4019,Imaginary Hotel 5,311,2025-05-02,262,27254,318,30,21547
4020,Imaginary Hotel 5,311,2025-05-01,105,91192,318,113,163892
4021,Imaginary Hotel 5,311,2025-04-30,62,43925,318,240,229421
4022,Imaginary Hotel 5,311,2025-04-29,60,83061,318,173,185912
4023,Imaginary Hotel 5,311,2025-04-28,260,55591,318,36,151519
4024,Imaginary Hotel 5,311,2025-04-27,285,96177,318,75,217396
4025,Imaginary Hotel 5,311,2025-04-26,281,25021,318,23,28619
4026,Imaginary Hotel 5,311,2025-04-25,152,64204,318,198,62270
4027,Imaginary Hotel 5,311,2025-04-24,253,23203,318,280,44440
4028,Imaginary Hotel 5,311,2025-04-23,230,82755,318,235,86771
4029,Imaginary Hotel 5,311,2025-04-22,80,12492,318,238,175970
4030,Imaginary Hotel 5,311,2025-04-21,287,51833,318,224,88859
4031,Imaginary Hotel 5,311,2025-04-20,155,87359,318,125,228750
4032,Imaginary Hotel 5,311,2025-04-19,77,14164,318,226,226243
4033,Imaginary Hotel 5,311,2025-04-18,106,59434,318,114,83880
4034,Imaginary Hotel 5,311,2025-04-17,101,95019,318,24,21787
4035,Imaginary Hotel 5,311,2025-04-16,121,11007,318,229,56692
4036,Imaginary Hotel 5,311,2025-04-15,68,25502,318,314,42262
4037,Imaginary Hotel 5,311,2025-04-14,179,42001,318,29,97179
4038,Imaginary Hotel 5,311,2025-04-13,73,72131,318,305,124864
4039,Imaginary Hotel 5,311,2025-04-12,194,94408,318,121,180416
4040,Imaginary Hotel 5,311,2025-04-11,261,16122,318,57,73243
4041,Imaginary Hotel 5,311,2025-04-10,111,45659,318,260,162943
4042,Imaginary Hotel 5,311,2025-04-09,84,38865,318,310,107544
4043,Imaginary Hotel 5,311,2025-04-08,158,92930,318,143,234799
4044,Imaginary Hotel 5,311,2025-04-07,178,12381,318,262,117000
4045,Imaginary Hotel 5,311,2025-04-06,215,34436,318,36,214572
4046,Imaginary Hotel 5,311,2025-04-05,236,21872,318,174,128933
4047,Imaginary Hotel 5,311,2025-04-04,94,84347,318,166,162435
4048,Imaginary Hotel 5,311,2025-04-03,258,7082,318,200,76983
4049,Imaginary Hotel 5,311,2025-04-02,237,30039,318,199,131080
4050,Imaginary Hotel 5,311,2025-04-01,144,55727,318,204,160466
4051,Imaginary Hotel 5,311,2025-03-31,135,84101,318,211,38999
4052,Imaginary Hotel 5,311,2025-03-30,176,7303,318,306,103186
4053,Imaginary Hotel 5,311,2025-03-29,108,85114,318,93,77296
4054,Imaginary Hotel 5,311,2025-03-28,70,76037,318,254,111899
4055,Imaginary Hotel 5,311,2025-03-27,224,19032,318,19,107375
4056,Imaginary Hotel 5,311,2025-03-26,128,34894,318,234,118194
4057,Imaginary Hotel 5,311,2025-03-25,14,36153,318,313,220321
4058,Imaginary Hotel 5,311,2025-03-24,27,49138,318,81,237206
4059,Imaginary Hotel 5,311,2025-03-23,125,36659,318,79,28523
4060,Imaginary Hotel 5,311,2025-03-22,182,54790,318,216,199229
4061,Imaginary Hotel 5,311,2025-03-21,221,14184,318,164,132566
4062,Imaginary Hotel 5,311,2025-03-20,79,69638,318,133,124426
4063,Imaginary Hotel 5,311,2025-03-19,144,8936,318,226,115706
4064,Imaginary Hotel 5,311,2025-03-18,178,23119,318,102,102254
4065,Imaginary Hotel 5,311,2025-03-17,81,85250,318,301,24492
4066,Imaginary Hotel 5,311,2025-03-16,284,7355,318,74,11271
4067,Imaginary Hotel 5,311,2025-03-15,105,45794,318,234,194288
4068,Imaginary Hotel 5,311,2025-03-14,273,69272,318,202,92315
4069,Imaginary Hotel 5,311,2025-03-13,233,18457,318,47,134574
4070,Imaginary Hotel 5,311,2025-03-12,255,72448,318,160,163117
4071,Imaginary Hotel 5,311,2025-03-11,20,63398,318,237,111955
4072,Imaginary Hotel 5,311,2025-03-10,50,51584,318,47,71000
4073,Imaginary Hotel 5,311,2025-03-09,85,70433,318,68,165944
4074,Imaginary Hotel 5,311,2025-03-08,89,49834,318,287,88304
4075,Imaginary Hotel 5,311,2025-03-07,116,66407,318,286,214808
4076,Imaginary Hotel 5,311,2025-03-06,68,85827,318,239,190146
4077,Imaginary Hotel 5,311,2025-03-05,21,64731,318,179,103219
4078,Imaginary Hotel 5,311,2025-03-04,280,79778,318,22,213799
4079,Imaginary Hotel 5,311,2025-03-03,148,41294,318,139,167673
4080,Imaginary Hotel 5,311,2025-03-02,197,46978,318,297,205947
4081,Imaginary Hotel 5,311,2025-03-01,137,75969,318,194,221352
4082,Imaginary Hotel 5,311,2025-02-28,302,64852,318,153,42170
4083,Imaginary Hotel 5,311,2025-02-27,209,88528,318,22,90128
4084,Imaginary Hotel 5,311,2025-02-26,155,79232,318,197,108002
4085,Imaginary Hotel 5,311,2025-02-25,99,26814,318,164,159710
4086,Imaginary Hotel 5,311,2025-02-24,262,46652,318,194,7745
4087,Imaginary Hotel 5,311,2025-02-23,113,40330,318,212,112901
4088,Imaginary Hotel 5,311,2025-02-22,218,17328,318,165,30341
4089,Imaginary Hotel 5,311,2025-02-21,66,7899,318,12,135752
4090,Imaginary Hotel 5,311,2025-02-20,195,97467,318,155,59874
4091,Imaginary Hotel 5,311,2025-02-19,11,11925,318,92,39361
4092,Imaginary Hotel 5,311,2025-02-18,255,60772,318,126,245083
4093,Imaginary Hotel 5,311,2025-02-17,125,98810,318,212,113740
4094,Imaginary Hotel 5,311,2025-02-16,24,34245,318,201,209891
4095,Imaginary Hotel 5,311,2025-02-15,290,76348,318,254,42945
4096,Imaginary Hotel 5,311,2025-02-14,161,97824,318,107,46687
4097,Imaginary Hotel 5,311,2025-02-13,166,61614,318,282,52394
4098,Imaginary Hotel 5,311,2025-02-12,218,33171,318,279,92127
4099,Imaginary Hotel 5,311,2025-02-11,291,88896,318,38,104024
4100,Imaginary Hotel 5,311,2025-02-10,263,11452,318,316,152807
