Date,Hotel,Total Rooms,Rooms Solds,Rooms Revenue,CompSet Total Rooms,CompSet Rooms Sold,CompSet Rooms Revenue
2023-03-05,Imaginary Hotel 4,490,180,21523,1130,916,228587
2023-03-04,Imaginary Hotel 4,490,297,12291,1130,1111,9978
2023-03-03,Imaginary Hotel 4,490,408,96845,1130,388,52939
2023-03-02,Imaginary Hotel 4,490,111,37420,1130,759,178043
2023-03-01,Imaginary Hotel 4,490,5,43991,1130,929,30374
2023-02-28,Imaginary Hotel 4,490,457,81539,1130,181,107846
2023-02-27,Imaginary Hotel 4,490,203,45088,1130,68,227390
2023-02-26,Imaginary Hotel 4,490,365,30704,1130,818,189873
2023-02-25,Imaginary Hotel 4,490,450,57935,1130,554,16537
2023-02-24,Imaginary Hotel 4,490,49,89291,1130,31,52422
2023-02-23,Imaginary Hotel 4,490,427,84347,1130,844,221871
2023-02-22,Imaginary Hotel 4,490,7,11599,1130,693,206287
2023-02-21,Imaginary Hotel 4,490,163,72495,1130,241,39842
2023-02-20,Imaginary Hotel 4,490,454,18887,1130,801,33451
2023-02-19,Imaginary Hotel 4,490,21,92976,1130,467,109257
2023-02-18,Imaginary Hotel 4,490,17,62777,1130,708,50271
2023-02-17,Imaginary Hotel 4,490,105,60652,1130,1087,185209
2023-02-16,Imaginary Hotel 4,490,175,28006,1130,12,244700
2023-02-15,Imaginary Hotel 4,490,36,16210,1130,538,245116
2023-02-14,Imaginary Hotel 4,490,111,6225,1130,651,179654
2023-02-13,Imaginary Hotel 4,490,419,25993,1130,991,202959
2023-02-12,Imaginary Hotel 4,490,100,44531,1130,1039,235246
2023-02-11,Imaginary Hotel 4,490,167,57482,1130,908,129636
2023-02-10,Imaginary Hotel 4,490,204,61241,1130,16,111997
2023-02-09,Imaginary Hotel 4,490,313,13986,1130,985,184136
2023-02-08,Imaginary Hotel 4,490,42,76767,1130,744,6809
2023-02-07,Imaginary Hotel 4,490,304,48537,1130,22,238656
2023-02-06,Imaginary Hotel 4,490,178,44858,1130,85,117232
2023-02-05,Imaginary Hotel 4,490,237,57863,1130,552,123148
2023-02-04,Imaginary Hotel 4,490,262,69627,1130,859,120292
2023-02-03,Imaginary Hotel 4,490,339,52210,1130,877,138660
2023-02-02,Imaginary Hotel 4,490,90,71008,1130,6,141913
2023-02-01,Imaginary Hotel 4,490,129,34933,1130,1059,77365
2023-01-31,Imaginary Hotel 4,490,225,37661,1130,957,150220
2023-01-30,Imaginary Hotel 4,490,111,61947,1130,235,36501
2023-01-29,Imaginary Hotel 4,490,30,88009,1130,977,233317
2023-01-28,Imaginary Hotel 4,490,443,27415,1130,582,48294
2023-01-27,Imaginary Hotel 4,490,419,85994,1130,638,72413
2023-01-26,Imaginary Hotel 4,490,305,26424,1130,638,7930
2023-01-25,Imaginary Hotel 4,490,287,14562,1130,665,123387
2023-01-24,Imaginary Hotel 4,490,470,64200,1130,582,73518
2023-01-23,Imaginary Hotel 4,490,353,67309,1130,924,39233
2023-01-22,Imaginary Hotel 4,490,43,7543,1130,596,156254
2023-01-21,Imaginary Hotel 4,490,15,12029,1130,558,30615
2023-01-20,Imaginary Hotel 4,490,341,72035,1130,231,86562
2023-01-19,Imaginary Hotel 4,490,330,44653,1130,1057,66546
2023-01-18,Imaginary Hotel 4,490,150,77572,1130,626,204964
2023-01-17,Imaginary Hotel 4,490,4,33285,1130,942,181636
2023-01-16,Imaginary Hotel 4,490,370,42891,1130,276,8453
2023-01-15,Imaginary Hotel 4,490,298,98077,1130,930,227866
2023-01-14,Imaginary Hotel 4,490,73,38333,1130,792,26563
2023-01-13,Imaginary Hotel 4,490,367,43455,1130,28,25810
2023-01-12,Imaginary Hotel 4,490,372,39738,1130,846,74760
2023-01-11,Imaginary Hotel 4,490,198,46471,1130,407,91285
2023-01-10,Imaginary Hotel 4,490,381,95971,1130,65,80044
2023-01-09,Imaginary Hotel 4,490,417,33295,1130,427,34194
2023-01-08,Imaginary Hotel 4,490,483,95542,1130,1,172273
2023-01-07,Imaginary Hotel 4,490,220,76227,1130,191,224143
2023-01-06,Imaginary Hotel 4,490,437,31948,1130,88,99038
2023-01-05,Imaginary Hotel 4,490,257,71795,1130,965,181729
2023-01-04,Imaginary Hotel 4,490,406,96430,1130,1014,16112
2023-01-03,Imaginary Hotel 4,490,169,12191,1130,174,201099
2023-01-02,Imaginary Hotel 4,490,446,86327,1130,433,155880
2023-01-01,Imaginary Hotel 4,490,207,83823,1130,430,175120
2022-12-31,Imaginary Hotel 4,490,51,63803,1130,42,181559
2022-12-30,Imaginary Hotel 4,490,163,69091,1130,511,78815
2022-12-29,Imaginary Hotel 4,490,72,49698,1130,971,88879
2022-12-28,Imaginary Hotel 4,490,96,84062,1130,119,206239
2022-12-27,Imaginary Hotel 4,490,291,44823,1130,683,194584
2022-12-26,Imaginary Hotel 4,490,22,24002,1130,41,143477
2022-12-25,Imaginary Hotel 4,490,139,77185,1130,317,101482
2022-12-24,Imaginary Hotel 4,490,231,23203,1130,898,124756
2022-12-23,Imaginary Hotel 4,490,440,21297,1130,399,77936
2022-12-22,Imaginary Hotel 4,490,186,94688,1130,403,175103
2022-12-21,Imaginary Hotel 4,490,387,37054,1130,537,174331
2022-12-20,Imaginary Hotel 4,490,425,22932,1130,504,84191
2022-12-19,Imaginary Hotel 4,490,160,17924,1130,578,13234
2022-12-18,Imaginary Hotel 4,490,89,11699,1130,432,37117
2022-12-17,Imaginary Hotel 4,490,332,91297,1130,712,212840
2022-12-16,Imaginary Hotel 4,490,471,19634,1130,479,143172
2022-12-15,Imaginary Hotel 4,490,123,66420,1130,55,215128
2022-12-14,Imaginary Hotel 4,490,203,88550,1130,1020,30011
2022-12-13,Imaginary Hotel 4,490,20,71881,1130,219,239681
2022-12-12,Imaginary Hotel 4,490,250,73895,1130,1013,137824
2022-12-11,Imaginary Hotel 4,490,267,45231,1130,194,237506
2022-12-10,Imaginary Hotel 4,490,43,81042,1130,893,8131
2022-12-09,Imaginary Hotel 4,490,489,11573,1130,138,95629
2022-12-08,Imaginary Hotel 4,490,38,10444,1130,845,69538
2022-12-07,Imaginary Hotel 4,490,279,76368,1130,126,181759
2022-12-06,Imaginary Hotel 4,490,230,76376,1130,879,9024
2022-12-05,Imaginary Hotel 4,490,259,29980,1130,171,9199
2022-12-04,Imaginary Hotel 4,490,85,30878,1130,258,218744
2022-12-03,Imaginary Hotel 4,490,190,77990,1130,213,71705
2022-12-02,Imaginary Hotel 4,490,146,6176,1130,163,79578
2022-12-01,Imaginary Hotel 4,490,197,20503,1130,1083,15737
2022-11-30,Imaginary Hotel 4,490,147,34508,1130,1099,128644
2022-11-29,Imaginary Hotel 4,490,124,22878,1130,575,8347
2022-11-28,Imaginary Hotel 4,490,39,22605,1130,690,66156
2022-11-27,Imaginary Hotel 4,490,268,52339,1130,261,56658
2022-11-26,Imaginary Hotel 4,490,413,47449,1130,72,241044
2022-11-25,Imaginary Hotel 4,490,311,18760,1130,646,166915
2022-11-24,Imaginary Hotel 4,490,125,91626,1130,445,152187
2022-11-23,Imaginary Hotel 4,490,451,73727,1130,469,29805
2022-11-22,Imaginary Hotel 4,490,354,97314,1130,612,193584
2022-11-21,Imaginary Hotel 4,490,257,57895,1130,506,164708
2022-11-20,Imaginary Hotel 4,490,288,88947,1130,875,102105
2022-11-19,Imaginary Hotel 4,490,9,83221,1130,199,195754
2022-11-18,Imaginary Hotel 4,490,291,91098,1130,1020,58480
2022-11-17,Imaginary Hotel 4,490,53,52194,1130,1010,242208
2022-11-16,Imaginary Hotel 4,490,161,45083,1130,655,15024
2022-11-15,Imaginary Hotel 4,490,301,92876,1130,949,73285
2022-11-14,Imaginary Hotel 4,490,186,93470,1130,303,93452
2022-11-13,Imaginary Hotel 4,490,443,99040,1130,865,157627
2022-11-12,Imaginary Hotel 4,490,320,23188,1130,441,33505
2022-11-11,Imaginary Hotel 4,490,372,7960,1130,537,157026
2022-11-10,Imaginary Hotel 4,490,442,21731,1130,947,45843
2022-11-09,Imaginary Hotel 4,490,97,79226,1130,20,64807
2022-11-08,Imaginary Hotel 4,490,255,18351,1130,245,142527
2022-11-07,Imaginary Hotel 4,490,46,86550,1130,543,231891
2022-11-06,Imaginary Hotel 4,490,54,35849,1130,126,215635
2022-11-05,Imaginary Hotel 4,490,371,51198,1130,1095,235905
2022-11-04,Imaginary Hotel 4,490,76,39960,1130,837,137451
2022-11-03,Imaginary Hotel 4,490,426,37143,1130,906,23613
2022-11-02,Imaginary Hotel 4,490,123,20775,1130,374,223148
2022-11-01,Imaginary Hotel 4,490,448,70838,1130,834,151910
2022-10-31,Imaginary Hotel 4,490,447,76835,1130,951,47666
2022-10-30,Imaginary Hotel 4,490,172,31264,1130,753,207616
2022-10-29,Imaginary Hotel 4,490,291,57088,1130,1002,17391
2022-10-28,Imaginary Hotel 4,490,291,59919,1130,263,111311
2022-10-27,Imaginary Hotel 4,490,288,84091,1130,301,154501
2022-10-26,Imaginary Hotel 4,490,74,80418,1130,355,133314
2022-10-25,Imaginary Hotel 4,490,395,48162,1130,285,249303
2022-10-24,Imaginary Hotel 4,490,438,88195,1130,16,144780
2022-10-23,Imaginary Hotel 4,490,145,60307,1130,543,192979
2022-10-22,Imaginary Hotel 4,490,222,15797,1130,858,216225
2022-10-21,Imaginary Hotel 4,490,22,98018,1130,1106,162611
2022-10-20,Imaginary Hotel 4,490,358,98082,1130,300,174697
2022-10-19,Imaginary Hotel 4,490,108,53125,1130,801,34656
2022-10-18,Imaginary Hotel 4,490,465,57486,1130,780,147434
2022-10-17,Imaginary Hotel 4,490,316,67342,1130,383,16332
2022-10-16,Imaginary Hotel 4,490,409,27576,1130,401,226936
2022-10-15,Imaginary Hotel 4,490,485,29039,1130,936,72327
2022-10-14,Imaginary Hotel 4,490,281,49038,1130,674,242176
2022-10-13,Imaginary Hotel 4,490,333,8483,1130,1048,165953
2022-10-12,Imaginary Hotel 4,490,59,96134,1130,1095,37060
2022-10-11,Imaginary Hotel 4,490,90,89434,1130,960,107084
2022-10-10,Imaginary Hotel 4,490,310,29725,1130,1046,106907
2022-10-09,Imaginary Hotel 4,490,265,17233,1130,1059,73911
2022-10-08,Imaginary Hotel 4,490,91,35523,1130,865,199628
2022-10-07,Imaginary Hotel 4,490,298,63389,1130,62,200331
2022-10-06,Imaginary Hotel 4,490,12,11992,1130,525,249039
2022-10-05,Imaginary Hotel 4,490,0,75331,1130,686,208778
2022-10-04,Imaginary Hotel 4,490,269,33414,1130,1006,193368
2022-10-03,Imaginary Hotel 4,490,448,27952,1130,441,213513
2022-10-02,Imaginary Hotel 4,490,252,16143,1130,848,122726
2022-10-01,Imaginary Hotel 4,490,100,86883,1130,971,142883
2022-09-30,Imaginary Hotel 4,490,169,14766,1130,707,97535
2022-09-29,Imaginary Hotel 4,490,71,28742,1130,563,128597
2022-09-28,Imaginary Hotel 4,490,19,59540,1130,874,145605
2022-09-27,Imaginary Hotel 4,490,76,95199,1130,251,32349
2022-09-26,Imaginary Hotel 4,490,390,84303,1130,959,187329
2022-09-25,Imaginary Hotel 4,490,176,19605,1130,52,103094
2022-09-24,Imaginary Hotel 4,490,459,69590,1130,795,222869
2022-09-23,Imaginary Hotel 4,490,124,49249,1130,107,102673
2022-09-22,Imaginary Hotel 4,490,79,76821,1130,56,191306
2022-09-21,Imaginary Hotel 4,490,184,51541,1130,516,243270
2022-09-20,Imaginary Hotel 4,490,162,32845,1130,901,12724
2022-09-19,Imaginary Hotel 4,490,402,67485,1130,579,82908
2022-09-18,Imaginary Hotel 4,490,97,89860,1130,549,150983
2022-09-17,Imaginary Hotel 4,490,207,38427,1130,432,109676
2022-09-16,Imaginary Hotel 4,490,281,97636,1130,1011,134434
2022-09-15,Imaginary Hotel 4,490,389,18363,1130,761,165839
2022-09-14,Imaginary Hotel 4,490,265,21115,1130,798,216325
2022-09-13,Imaginary Hotel 4,490,33,74506,1130,607,240654
2022-09-12,Imaginary Hotel 4,490,66,76437,1130,126,96373
2022-09-11,Imaginary Hotel 4,490,118,94655,1130,1056,155310
2022-09-10,Imaginary Hotel 4,490,265,86188,1130,524,89554
2022-09-09,Imaginary Hotel 4,490,235,96221,1130,566,223571
2022-09-08,Imaginary Hotel 4,490,114,13487,1130,187,65111
2022-09-07,Imaginary Hotel 4,490,204,40919,1130,1055,65156
2022-09-06,Imaginary Hotel 4,490,223,88119,1130,809,116436
2022-09-05,Imaginary Hotel 4,490,43,81002,1130,36,83117
2022-09-04,Imaginary Hotel 4,490,285,71081,1130,26,53027
2022-09-03,Imaginary Hotel 4,490,209,61329,1130,22,238580
2025-05-29,Imaginary Hotel 5,311,279,12005,318,248,245135
2025-05-28,Imaginary Hotel 5,311,127,71234,318,2,74224
2025-05-27,Imaginary Hotel 5,311,92,66876,318,18,52352
2025-05-26,Imaginary Hotel 5,311,235,70935,318,54,209355
2025-05-25,Imaginary Hotel 5,311,175,18653,318,77,28699
2025-05-24,Imaginary Hotel 5,311,43,81609,318,269,198571
2025-05-23,Imaginary Hotel 5,311,14,68812,318,278,130158
2025-05-22,Imaginary Hotel 5,311,72,35522,318,179,195667
2025-05-21,Imaginary Hotel 5,311,235,10593,318,306,111734
2025-05-20,Imaginary Hotel 5,311,187,11367,318,191,167715
2025-05-19,Imaginary Hotel 5,311,85,42800,318,133,81773
2025-05-18,Imaginary Hotel 5,311,222,59197,318,12,242202
2025-05-17,Imaginary Hotel 5,311,252,71937,318,5,40466
2025-05-16,Imaginary Hotel 5,311,122,67923,318,59,235454
2025-05-15,Imaginary Hotel 5,311,130,24060,318,212,16404
2025-05-14,Imaginary Hotel 5,311,287,66571,318,277,121962
2025-05-13,Imaginary Hotel 5,311,112,83811,318,10,77981
2025-05-12,Imaginary Hotel 5,311,105,60746,318,118,152702
2025-05-11,Imaginary Hotel 5,311,76,90180,318,174,175018
2025-05-10,Imaginary Hotel 5,311,262,27254,318,30,21547
2025-05-09,Imaginary Hotel 5,311,105,91192,318,113,163892
2025-05-08,Imaginary Hotel 5,311,62,43925,318,240,229421
2025-05-07,Imaginary Hotel 5,311,60,83061,318,173,185912
2025-05-06,Imaginary Hotel 5,311,260,55591,318,36,151519
2025-05-05,Imaginary Hotel 5,311,285,96177,318,75,217396
2025-05-04,Imaginary Hotel 5,311,281,25021,318,23,28619
2025-05-03,Imaginary Hotel 5,311,152,64204,318,198,62270
2025-05-02,Imaginary Hotel 5,311,253,23203,318,280,44440
2025-05-01,Imaginary Hotel 5,311,230,82755,318,235,86771
2025-04-30,Imaginary Hotel 5,311,80,12492,318,238,175970
2025-04-29,Imaginary Hotel 5,311,287,51833,318,224,88859
2025-04-28,Imaginary Hotel 5,311,155,87359,318,125,228750
2025-04-27,Imaginary Hotel 5,311,77,14164,318,226,226243
2025-04-26,Imaginary Hotel 5,311,106,59434,318,114,83880
2025-04-25,Imaginary Hotel 5,311,101,95019,318,24,21787
2025-04-24,Imaginary Hotel 5,311,121,11007,318,229,56692
2025-04-23,Imaginary Hotel 5,311,68,25502,318,314,42262
2025-04-22,Imaginary Hotel 5,311,179,42001,318,29,97179
2025-04-21,Imaginary Hotel 5,311,73,72131,318,305,124864
2025-04-20,Imaginary Hotel 5,311,194,94408,318,121,180416
2025-04-19,Imaginary Hotel 5,311,261,16122,318,57,73243
2025-04-18,Imaginary Hotel 5,311,111,45659,318,260,162943
2025-04-17,Imaginary Hotel 5,311,84,38865,318,310,107544
2025-04-16,Imaginary Hotel 5,311,158,92930,318,143,234799
2025-04-15,Imaginary Hotel 5,311,178,12381,318,262,117000
2025-04-14,Imaginary Hotel 5,311,215,34436,318,36,214572
2025-04-13,Imaginary Hotel 5,311,236,21872,318,174,128933
2025-04-12,Imaginary Hotel 5,311,94,84347,318,166,162435
2025-04-11,Imaginary Hotel 5,311,258,7082,318,200,76983
2025-04-10,Imaginary Hotel 5,311,237,30039,318,199,131080
2025-04-09,Imaginary Hotel 5,311,144,55727,318,204,160466
2025-04-08,Imaginary Hotel 5,311,135,84101,318,211,38999
2025-04-07,Imaginary Hotel 5,311,176,7303,318,306,103186
2025-04-06,Imaginary Hotel 5,311,108,85114,318,93,77296
2025-04-05,Imaginary Hotel 5,311,70,76037,318,254,111899
2025-04-04,Imaginary Hotel 5,311,224,19032,318,19,107375
2025-04-03,Imaginary Hotel 5,311,128,34894,318,234,118194
2025-04-02,Imaginary Hotel 5,311,14,36153,318,313,220321
2025-04-01,Imaginary Hotel 5,311,27,49138,318,81,237206
2025-03-31,Imaginary Hotel 5,311,125,36659,318,79,28523
2025-03-30,Imaginary Hotel 5,311,182,54790,318,216,199229
2025-03-29,Imaginary Hotel 5,311,221,14184,318,164,132566
2025-03-28,Imaginary Hotel 5,311,79,69638,318,133,124426
2025-03-27,Imaginary Hotel 5,311,144,8936,318,226,115706
2025-03-26,Imaginary Hotel 5,311,178,23119,318,102,102254
2025-03-25,Imaginary Hotel 5,311,81,85250,318,301,24492
2025-03-24,Imaginary Hotel 5,311,284,7355,318,74,11271
2025-03-23,Imaginary Hotel 5,311,105,45794,318,234,194288
2025-03-22,Imaginary Hotel 5,311,273,69272,318,202,92315
2025-03-21,Imaginary Hotel 5,311,233,18457,318,47,134574
2025-03-20,Imaginary Hotel 5,311,255,72448,318,160,163117
2025-03-19,Imaginary Hotel 5,311,20,63398,318,237,111955
2025-03-18,Imaginary Hotel 5,311,50,51584,318,47,71000
2025-03-17,Imaginary Hotel 5,311,85,70433,318,68,165944
2025-03-16,Imaginary Hotel 5,311,89,49834,318,287,88304
2025-03-15,Imaginary Hotel 5,311,116,66407,318,286,214808
2025-03-14,Imaginary Hotel 5,311,68,85827,318,239,190146
2025-03-13,Imaginary Hotel 5,311,21,64731,318,179,103219
2025-03-12,Imaginary Hotel 5,311,280,79778,318,22,213799
2025-03-11,Imaginary Hotel 5,311,148,41294,318,139,167673
2025-03-10,Imaginary Hotel 5,311,197,46978,318,297,205947
2025-03-09,Imaginary Hotel 5,311,137,75969,318,194,221352
2025-03-08,Imaginary Hotel 5,311,302,64852,318,153,42170
2025-03-07,Imaginary Hotel 5,311,209,88528,318,22,90128
2025-03-06,Imaginary Hotel 5,311,155,79232,318,197,108002
2025-03-05,Imaginary Hotel 5,311,99,26814,318,164,159710
2025-03-04,Imaginary Hotel 5,311,262,46652,318,194,7745
2025-03-03,Imaginary Hotel 5,311,113,40330,318,212,112901
2025-03-02,Imaginary Hotel 5,311,218,17328,318,165,30341
2025-03-01,Imaginary Hotel 5,311,66,7899,318,12,135752
2025-02-28,Imaginary Hotel 5,311,195,97467,318,155,59874
2025-02-27,Imaginary Hotel 5,311,11,11925,318,92,39361
2025-02-26,Imaginary Hotel 5,311,255,60772,318,126,245083
2025-02-25,Imaginary Hotel 5,311,125,98810,318,212,113740
2025-02-24,Imaginary Hotel 5,311,24,34245,318,201,209891
2025-02-23,Imaginary Hotel 5,311,290,76348,318,254,42945
2025-02-22,Imaginary Hotel 5,311,161,97824,318,107,46687
2025-02-21,Imaginary Hotel 5,311,166,61614,318,282,52394
2025-02-20,Imaginary Hotel 5,311,218,33171,318,279,92127
2025-02-19,Imaginary Hotel 5,311,291,88896,318,38,104024
2025-02-18,Imaginary Hotel 5,311,263,11452,318,316,152807
2025-02-17,Imaginary Hotel 5,311,151,55254,318,7,114134
2025-02-16,Imaginary Hotel 5,311,284,49242,318,173,177971
2025-02-15,Imaginary Hotel 5,311,58,53394,318,253,207608
2025-02-14,Imaginary Hotel 5,311,185,90940,318,156,220052
2025-02-13,Imaginary Hotel 5,311,177,94129,318,195,103125
2025-02-12,Imaginary Hotel 5,311,244,41302,318,286,170474
2025-02-11,Imaginary Hotel 5,311,25,86132,318,82,199779
2025-02-10,Imaginary Hotel 5,311,168,86357,318,266,199599
2025-02-09,Imaginary Hotel 5,311,259,7880,318,171,165201
2025-02-08,Imaginary Hotel 5,311,286,11046,318,148,90945
2025-02-07,Imaginary Hotel 5,311,310,71928,318,148,182014
2025-02-06,Imaginary Hotel 5,311,247,60014,318,250,64866
2025-02-05,Imaginary Hotel 5,311,306,62366,318,312,130191
2025-02-04,Imaginary Hotel 5,311,262,95392,318,76,170894
2025-02-03,Imaginary Hotel 5,311,308,81322,318,122,26574
2025-02-02,Imaginary Hotel 5,311,35,89445,318,177,95525
2025-02-01,Imaginary Hotel 5,311,75,98434,318,120,45377
2025-01-31,Imaginary Hotel 5,311,139,50667,318,316,89941
2025-01-30,Imaginary Hotel 5,311,175,77672,318,28,47557
2025-01-29,Imaginary Hotel 5,311,190,21617,318,313,64227
2025-01-28,Imaginary Hotel 5,311,90,98243,318,286,107503
2025-01-27,Imaginary Hotel 5,311,161,23983,318,300,216757
2025-01-26,Imaginary Hotel 5,311,212,23880,318,102,55115
2025-01-25,Imaginary Hotel 5,311,243,79239,318,107,122985
2025-01-24,Imaginary Hotel 5,311,285,81837,318,150,117226
2025-01-23,Imaginary Hotel 5,311,197,47031,318,248,176127
2025-01-22,Imaginary Hotel 5,311,198,61139,318,29,232006
2025-01-21,Imaginary Hotel 5,311,159,21363,318,308,62135
2025-01-20,Imaginary Hotel 5,311,51,69845,318,148,211558
2025-01-19,Imaginary Hotel 5,311,63,71986,318,86,79976
2025-01-18,Imaginary Hotel 5,311,220,77706,318,122,243361
2025-01-17,Imaginary Hotel 5,311,24,76939,318,244,202029
2025-01-16,Imaginary Hotel 5,311,184,37308,318,265,217992
2025-01-15,Imaginary Hotel 5,311,299,72530,318,24,50646
2025-01-14,Imaginary Hotel 5,311,220,93372,318,125,206686
2025-01-13,Imaginary Hotel 5,311,303,96015,318,53,106838
2025-01-12,Imaginary Hotel 5,311,105,78982,318,106,153971
2025-01-11,Imaginary Hotel 5,311,134,20184,318,44,172359
2025-01-10,Imaginary Hotel 5,311,88,13223,318,132,7446
2025-01-09,Imaginary Hotel 5,311,153,26191,318,46,68339
2025-01-08,Imaginary Hotel 5,311,33,35710,318,304,39763
2025-01-07,Imaginary Hotel 5,311,50,21250,318,68,121634
2025-01-06,Imaginary Hotel 5,311,102,64168,318,107,153071
2025-01-05,Imaginary Hotel 5,311,177,5649,318,185,103452
2025-01-04,Imaginary Hotel 5,311,251,86596,318,15,138389
2025-01-03,Imaginary Hotel 5,311,76,43262,318,130,30211
2025-01-02,Imaginary Hotel 5,311,5,29908,318,84,10740
2025-01-01,Imaginary Hotel 5,311,116,41443,318,145,189271
2024-12-31,Imaginary Hotel 5,311,177,9978,318,293,20083
2024-12-30,Imaginary Hotel 5,311,244,58803,318,316,167998
2024-12-29,Imaginary Hotel 5,311,222,18432,318,303,246542
2024-12-28,Imaginary Hotel 5,311,82,92862,318,294,220139
2024-12-27,Imaginary Hotel 5,311,117,64496,318,218,97370
2024-12-26,Imaginary Hotel 5,311,125,7529,318,303,46899
2024-12-25,Imaginary Hotel 5,311,108,6509,318,269,226836
2024-12-24,Imaginary Hotel 5,311,102,43410,318,166,90574
2024-12-23,Imaginary Hotel 5,311,49,28163,318,17,59000
2024-12-22,Imaginary Hotel 5,311,181,6612,318,261,201175
2024-12-21,Imaginary Hotel 5,311,218,26403,318,163,105969
2024-12-20,Imaginary Hotel 5,311,282,95839,318,256,31913
2024-12-19,Imaginary Hotel 5,311,273,55732,318,270,11618
2024-12-18,Imaginary Hotel 5,311,136,93218,318,111,159137
2024-12-17,Imaginary Hotel 5,311,252,17368,318,100,140163
2024-12-16,Imaginary Hotel 5,311,310,20877,318,183,107848
2024-12-15,Imaginary Hotel 5,311,159,54764,318,307,131701
2024-12-14,Imaginary Hotel 5,311,98,79975,318,285,225783
2024-12-13,Imaginary Hotel 5,311,200,78892,318,30,135117
2024-12-12,Imaginary Hotel 5,311,130,85142,318,63,66008
2024-12-11,Imaginary Hotel 5,311,129,82858,318,75,215609
2024-12-10,Imaginary Hotel 5,311,182,89560,318,226,181821
2024-12-09,Imaginary Hotel 5,311,123,35496,318,142,236313
2024-12-08,Imaginary Hotel 5,311,265,45257,318,310,77264
2024-12-07,Imaginary Hotel 5,311,126,58552,318,246,171106
2024-12-06,Imaginary Hotel 5,311,257,83261,318,230,63804
2024-12-05,Imaginary Hotel 5,311,271,76482,318,190,15539
2024-12-04,Imaginary Hotel 5,311,65,16730,318,253,159069
2024-12-03,Imaginary Hotel 5,311,235,67465,318,194,131260
2024-12-02,Imaginary Hotel 5,311,223,86664,318,229,28302
2024-12-01,Imaginary Hotel 5,311,300,27144,318,180,93670
2024-11-30,Imaginary Hotel 5,311,87,77538,318,116,191992
2024-11-29,Imaginary Hotel 5,311,173,89171,318,99,80980
2024-11-28,Imaginary Hotel 5,311,69,56700,318,150,177722
2024-11-27,Imaginary Hotel 5,311,9,87945,318,68,59276
2024-11-26,Imaginary Hotel 5,311,25,7652,318,144,48007
2024-11-25,Imaginary Hotel 5,311,265,7689,318,288,108719
2024-11-24,Imaginary Hotel 5,311,52,36995,318,311,79281
2024-11-23,Imaginary Hotel 5,311,144,37983,318,121,244475
2024-11-22,Imaginary Hotel 5,311,27,20077,318,303,165079
2024-11-21,Imaginary Hotel 5,311,221,63223,318,166,63542
2024-11-20,Imaginary Hotel 5,311,149,8496,318,54,248514
2024-11-19,Imaginary Hotel 5,311,72,98674,318,128,90806
2024-11-18,Imaginary Hotel 5,311,228,87705,318,186,12205
2024-11-17,Imaginary Hotel 5,311,220,91282,318,31,60042
2024-11-16,Imaginary Hotel 5,311,213,5998,318,252,45039
2024-11-15,Imaginary Hotel 5,311,267,14271,318,189,108139
2024-11-14,Imaginary Hotel 5,311,293,91401,318,285,117498
2024-11-13,Imaginary Hotel 5,311,40,32441,318,98,164341
2024-11-12,Imaginary Hotel 5,311,144,82072,318,155,135280
2024-11-11,Imaginary Hotel 5,311,7,14182,318,77,194926
2024-11-10,Imaginary Hotel 5,311,100,79107,318,230,159980
2024-11-09,Imaginary Hotel 5,311,197,36818,318,143,96717
2024-11-08,Imaginary Hotel 5,311,185,20785,318,172,216987
2024-11-07,Imaginary Hotel 5,311,20,36023,318,211,49833
2024-11-06,Imaginary Hotel 5,311,172,26083,318,32,26260
2024-11-05,Imaginary Hotel 5,311,14,46954,318,315,63794
2024-11-04,Imaginary Hotel 5,311,133,78392,318,94,204545
2024-11-03,Imaginary Hotel 5,311,188,47507,318,122,60473
2024-11-02,Imaginary Hotel 5,311,59,34667,318,229,7083
2024-11-01,Imaginary Hotel 5,311,259,67113,318,264,160647
2024-10-31,Imaginary Hotel 5,311,62,50549,318,255,59313
2024-10-30,Imaginary Hotel 5,311,311,72404,318,174,48944
2024-10-29,Imaginary Hotel 5,311,177,22159,318,185,37797
2024-10-28,Imaginary Hotel 5,311,97,57924,318,66,169520
2024-10-27,Imaginary Hotel 5,311,137,81772,318,164,88928
2024-10-26,Imaginary Hotel 5,311,2,62153,318,80,15365
2024-10-25,Imaginary Hotel 5,311,47,35971,318,229,51870
2024-10-24,Imaginary Hotel 5,311,177,57324,318,222,167039
2024-10-23,Imaginary Hotel 5,311,215,75568,318,294,123625
2024-10-22,Imaginary Hotel 5,311,308,82672,318,306,69945
2024-10-21,Imaginary Hotel 5,311,309,34149,318,130,9561
2024-10-20,Imaginary Hotel 5,311,202,67251,318,278,55642
2024-10-19,Imaginary Hotel 5,311,289,81760,318,177,109463
2024-10-18,Imaginary Hotel 5,311,77,69127,318,313,49154
2024-10-17,Imaginary Hotel 5,311,81,86267,318,204,8734
2024-10-16,Imaginary Hotel 5,311,255,14780,318,199,54198
2024-10-15,Imaginary Hotel 5,311,201,80834,318,318,30067
2024-10-14,Imaginary Hotel 5,311,45,53145,318,254,231023
2024-10-13,Imaginary Hotel 5,311,308,87218,318,49,69203
2024-10-12,Imaginary Hotel 5,311,124,69805,318,192,10179
2024-10-11,Imaginary Hotel 5,311,41,58936,318,26,95015
